i,TIME,SLT-RG(M),AZIMUTH,ELEVATION,HOR-RG(M),NORTH-SOUTH,EAST-WEST,V.-AZ,ALT.(M),LATITUDE,LONGITUDE,TVEL(M).,E/W-VEL.,N/S-VEL.,ALT-VEL(M),FLT-EL,FLT-AZ,LK-RG(M),LOOK-AZ,LOOK-EL
1.43452E+11,186.75,284044,-150.5766,82.2098,24085,0,0,0,282758.4,32.622517,-106.364052,1013.7,-40,143.1,1002.3,81.5746,344.3922,282533,-8.3169,85.1098
1.43452E+11,186.8,284093,-150.5686,82.2121,24093,0,0,0,282808.5,32.622578,-106.36409,1013.2,-39.8,143.1,1001.7,81.5713,344.4356,282584,-8.3191,85.1091
1.43452E+11,186.85,284142,-150.5605,82.2145,24100,0,0,0,282858.6,32.622643,-106.364105,1012.7,-39.7,143.1,1001.2,81.5674,344.4859,282634,-8.3214,85.1084
1.43452E+11,186.9,284191,-150.5524,82.2168,24108,0,0,0,282908.6,32.6227,-106.36412,1012.1,-39.6,143.1,1000.6,81.563,344.5419,282685,-8.3236,85.1078
1.43452E+11,186.95,284240,-150.5443,82.2191,24115,0,0,0,282958.7,32.622757,-106.364159,1011.6,-39.4,143.2,1000.1,81.5583,344.6038,282735,-8.3258,85.1071
1.43452E+11,187,284289,-150.5363,82.2214,24123,0,0,0,283008.7,32.622814,-106.364174,1011.1,-39.3,143.2,999.6,81.5531,344.6715,282786,-8.3279,85.1065
1.43452E+11,187.05,284338,-150.5282,82.2237,24130,0,0,0,283058.7,32.622883,-106.364204,1010.5,-39.1,143.3,999,81.5473,344.7438,282836,-8.3301,85.1058
1.43452E+11,187.1,284387,-150.5202,82.2261,24138,0,0,0,283108.7,32.622944,-106.364227,1010,-38.9,143.4,998.5,81.5409,344.8193,282886,-8.3322,85.1051
1.43452E+11,187.15,284436,-150.5121,82.2284,24146,0,0,0,283158.6,32.623009,-106.364243,1009.5,-38.7,143.5,997.9,81.5339,344.8971,282937,-8.3343,85.1045
1.43452E+11,187.2,284484,-150.5041,82.2307,24153,0,0,0,283208.6,32.623066,-106.364258,1009,-38.5,143.6,997.4,81.5268,344.9752,282987,-8.3364,85.1038
1.43452E+11,187.25,284533,-150.4961,82.233,24161,0,0,0,283258.5,32.623123,-106.364288,1008.4,-38.4,143.7,996.9,81.5193,345.0538,283038,-8.3384,85.1031
1.43452E+11,187.3,284582,-150.4881,82.2354,24168,0,0,0,283308.3,32.623188,-106.364326,1007.9,-38.2,143.8,996.3,81.5121,345.1332,283088,-8.3405,85.1025
1.43452E+11,187.35,284631,-150.4801,82.2377,24176,0,0,0,283358.1,32.623253,-106.364326,1007.4,-38,143.9,995.8,81.5054,345.2109,283138,-8.3425,85.1018
1.43452E+11,187.4,284679,-150.472,82.24,24183,0,0,0,283407.9,32.623314,-106.364342,1006.8,-37.8,143.9,995.2,81.4994,345.2863,283188,-8.3444,85.1011
1.43452E+11,187.45,284728,-150.4641,82.2424,24191,0,0,0,283457.8,32.623375,-106.36438,1006.3,-37.6,144,994.7,81.4944,345.3597,283239,-8.3464,85.1005
1.43452E+11,187.5,284777,-150.4561,82.2447,24199,0,0,0,283507.5,32.623432,-106.364388,1005.8,-37.4,144,994.2,81.4904,345.4305,283289,-8.3483,85.0998
1.43452E+11,187.55,284825,-150.4481,82.247,24206,0,0,0,283557.2,32.623497,-106.364426,1005.3,-37.3,144.1,993.7,81.4867,345.499,283339,-8.3502,85.0991
1.43452E+11,187.6,284874,-150.4401,82.2493,24214,0,0,0,283606.9,32.623558,-106.364426,1004.8,-37.1,144.1,993.2,81.4836,345.5667,283389,-8.3521,85.0985
1.43452E+11,187.65,284923,-150.4321,82.2516,24221,0,0,0,283656.6,32.623619,-106.364456,1004.4,-36.9,144.1,992.7,81.4806,345.6334,283439,-8.354,85.0978
1.43452E+11,187.7,284971,-150.4241,82.254,24229,0,0,0,283706.2,32.623684,-106.364471,1003.9,-36.7,144.2,992.3,81.4781,345.6996,283489,-8.3558,85.0971
1.43452E+11,187.75,285020,-150.4162,82.2563,24236,0,0,0,283755.8,32.623745,-106.364517,1003.5,-36.6,144.2,991.8,81.4764,345.7648,283539,-8.3576,85.0965
1.43452E+11,187.8,285068,-150.4083,82.2586,24244,0,0,0,283805.5,32.623798,-106.364525,1003,-36.4,144.1,991.4,81.476,345.8251,283589,-8.3594,85.0958
1.43452E+11,187.85,285117,-150.4003,82.2609,24252,0,0,0,283855,32.623863,-106.364525,1002.6,-36.2,144.1,990.9,81.4773,345.881,283639,-8.3612,85.0951
1.43452E+11,187.9,285165,-150.3924,82.2632,24259,0,0,0,283904.6,32.623932,-106.364563,1002.1,-36.1,144,990.5,81.4802,345.9323,283689,-8.363,85.0945
1.43452E+11,187.95,285214,-150.3845,82.2656,24267,0,0,0,283954.2,32.623989,-106.364586,1001.7,-35.9,143.9,990.1,81.4849,345.9765,283739,-8.3647,85.0938
1.43452E+11,188,285262,-150.3766,82.2679,24274,0,0,0,284003.7,32.624046,-106.364594,1001.2,-35.8,143.7,989.7,81.4915,346.0133,283789,-8.3664,85.0931
1.43452E+11,188.05,285311,-150.3687,82.2702,24282,0,0,0,284053.2,32.624107,-106.364616,1000.8,-35.7,143.6,989.2,81.5003,346.0424,283839,-8.3681,85.0925
1.43452E+11,188.1,285359,-150.3608,82.2725,24289,0,0,0,284102.6,32.624176,-106.364647,1000.3,-35.6,143.3,988.8,81.511,346.0627,283889,-8.3698,85.0918
1.43452E+11,188.15,285407,-150.353,82.2748,24297,0,0,0,284152.1,32.624241,-106.364677,999.9,-35.5,143.1,988.4,81.5237,346.0733,283939,-8.3715,85.0911
1.43452E+11,188.2,285456,-150.3451,82.2771,24304,0,0,0,284201.6,32.624302,-106.364693,999.4,-35.4,142.8,988,81.5376,346.0759,283989,-8.3732,85.0905
1.43452E+11,188.25,285504,-150.3373,82.2794,24312,0,0,0,284251,32.624355,-106.364716,999,-35.3,142.4,987.6,81.5522,346.07,284039,-8.3749,85.0898
1.43452E+11,188.3,285552,-150.3295,82.2817,24319,0,0,0,284300.4,32.624413,-106.364731,998.5,-35.3,142.1,987.2,81.5666,346.0572,284089,-8.3766,85.0892
1.43452E+11,188.35,285601,-150.3217,82.284,24327,0,0,0,284349.7,32.624474,-106.364746,998.1,-35.3,141.8,986.8,81.5805,346.0397,284138,-8.3783,85.0885
1.43452E+11,188.4,285649,-150.3139,82.2863,24334,0,0,0,284399.1,32.624531,-106.364784,997.6,-35.2,141.5,986.4,81.5936,346.0188,284188,-8.38,85.0879
1.43452E+11,188.45,285697,-150.3061,82.2886,24342,0,0,0,284448.4,32.624599,-106.364799,997.2,-35.2,141.2,986,81.6061,345.9965,284238,-8.3816,85.0873
1.43452E+11,188.5,285746,-150.2983,82.2908,24349,0,0,0,284497.8,32.624657,-106.364815,996.8,-35.2,141,985.6,81.6182,345.9716,284288,-8.3833,85.0866
1.43452E+11,188.55,285794,-150.2906,82.2931,24356,0,0,0,284547,32.624722,-106.36483,996.3,-35.2,140.7,985.1,81.6301,345.946,284338,-8.385,85.086
1.43452E+11,188.6,285842,-150.2828,82.2954,24364,0,0,0,284596.3,32.624775,-106.364861,995.8,-35.2,140.4,984.7,81.6421,345.9213,284387,-8.3867,85.0854
1.43452E+11,188.65,285890,-150.275,82.2977,24371,0,0,0,284645.6,32.624844,-106.364868,995.4,-35.2,140.1,984.3,81.6537,345.8959,284437,-8.3884,85.0847
1.43452E+11,188.7,285938,-150.2673,82.2999,24379,0,0,0,284694.8,32.624901,-106.364906,994.9,-35.2,139.9,983.9,81.6651,345.8722,284486,-8.3901,85.0841
1.43452E+11,188.75,285987,-150.2596,82.3022,24386,0,0,0,284744,32.624962,-106.364906,994.5,-35.2,139.6,983.5,81.6756,345.8486,284536,-8.3918,85.0835
1.43452E+11,188.8,286035,-150.2519,82.3045,24393,0,0,0,284793.2,32.625019,-106.364937,994,-35.2,139.4,983,81.6848,345.8267,284586,-8.3935,85.0828
1.43452E+11,188.85,286083,-150.2442,82.3067,24401,0,0,0,284842.4,32.625076,-106.364967,993.6,-35.2,139.2,982.6,81.6924,345.8078,284635,-8.3952,85.0822
1.43452E+11,188.9,286131,-150.2364,82.309,24408,0,0,0,284891.5,32.625134,-106.364975,993.1,-35.2,139,982.2,81.6974,345.7923,284685,-8.397,85.0816
1.43452E+11,188.95,286179,-150.2287,82.3112,24415,0,0,0,284940.7,32.625198,-106.365005,992.7,-35.2,138.9,981.7,81.6994,345.7807,284734,-8.3987,85.081
1.43452E+11,189,286227,-150.2211,82.3135,24423,0,0,0,284989.8,32.625259,-106.365021,992.2,-35.2,138.9,981.3,81.6977,345.7744,284784,-8.4004,85.0804
1.43452E+11,189.05,286275,-150.2133,82.3157,24430,0,0,0,285038.8,32.625317,-106.365044,991.8,-35.2,138.9,980.8,81.6925,345.7722,284834,-8.4021,85.0798
1.43452E+11,189.1,286323,-150.2056,82.318,24437,0,0,0,285087.9,32.625378,-106.365067,991.3,-35.2,139,980.4,81.6843,345.7741,284883,-8.4038,85.0791
1.43452E+11,189.15,286371,-150.1979,82.3202,24445,0,0,0,285137,32.625435,-106.365089,990.9,-35.3,139.1,979.9,81.6729,345.7785,284932,-8.4055,85.0785
1.43452E+11,189.2,286419,-150.1902,82.3225,24452,0,0,0,285186,32.625496,-106.365105,990.5,-35.3,139.3,979.5,81.6589,345.786,284982,-8.4072,85.0779
1.43452E+11,189.25,286467,-150.1824,82.3247,24459,0,0,0,285234.9,32.625546,-106.365135,990,-35.3,139.5,979,81.6425,345.7973,285031,-8.4089,85.0772
1.43452E+11,189.3,286515,-150.1747,82.3269,24467,0,0,0,285283.9,32.625614,-106.36515,989.6,-35.3,139.8,978.5,81.6242,345.8105,285081,-8.4107,85.0766
1.43452E+11,189.35,286563,-150.1669,82.3292,24474,0,0,0,285332.8,32.625679,-106.365158,989.2,-35.4,140,978,81.6054,345.8239,285130,-8.4124,85.076
1.43452E+11,189.4,286611,-150.1591,82.3314,24481,0,0,0,285381.8,32.625732,-106.365181,988.7,-35.4,140.3,977.5,81.5861,345.8378,285179,-8.4141,85.0754
1.43452E+11,189.45,286659,-150.1513,82.3337,24489,0,0,0,285430.6,32.625793,-106.365219,988.3,-35.4,140.5,977.1,81.567,345.8516,285229,-8.4158,85.0747
1.43452E+11,189.5,286706,-150.1435,82.3359,24496,0,0,0,285479.5,32.625858,-106.365242,987.8,-35.5,140.8,976.5,81.5476,345.8653,285278,-8.4175,85.0741
1.43452E+11,189.55,286754,-150.1357,82.3382,24504,0,0,0,285528.3,32.625916,-106.365242,987.3,-35.5,141.1,976,81.5281,345.8787,285327,-8.4192,85.0735
1.43452E+11,189.6,286802,-150.1279,82.3404,24511,0,0,0,285577.2,32.625969,-106.365257,986.9,-35.5,141.3,975.5,81.5086,345.8921,285376,-8.4209,85.0728
1.43452E+11,189.65,286850,-150.12,82.3427,24518,0,0,0,285626,32.626034,-106.365303,986.4,-35.6,141.6,975,81.4891,345.9042,285426,-8.4226,85.0722
1.43452E+11,189.7,286897,-150.1122,82.3449,24526,0,0,0,285674.7,32.626095,-106.365303,985.9,-35.6,141.9,974.5,81.4693,345.9156,285475,-8.4243,85.0715
1.43452E+11,189.75,286945,-150.1043,82.3472,24533,0,0,0,285723.4,32.626152,-106.365326,985.4,-35.6,142.1,973.9,81.4497,345.9278,285524,-8.4259,85.0709
1.43452E+11,189.8,286993,-150.0964,82.3494,24541,0,0,0,285772.2,32.626217,-106.365356,984.9,-35.7,142.4,973.4,81.43,345.9399,285573,-8.4276,85.0702
1.43452E+11,189.85,287040,-150.0884,82.3517,24548,0,0,0,285820.8,32.626282,-106.365364,984.5,-35.7,142.6,972.9,81.4104,345.9508,285622,-8.4293,85.0695
1.43452E+11,189.9,287088,-150.0805,82.3539,24556,0,0,0,285869.5,32.626339,-106.365387,984,-35.7,142.9,972.4,81.391,345.9623,285671,-8.431,85.0689
1.43452E+11,189.95,287136,-150.0726,82.3562,24563,0,0,0,285918.1,32.626392,-106.365425,983.5,-35.8,143.1,971.9,81.3718,345.9726,285720,-8.4327,85.0682
1.43452E+11,190,287183,-150.0646,82.3584,24571,0,0,0,285966.8,32.626457,-106.365425,983.1,-35.8,143.4,971.3,81.3531,345.9815,285770,-8.4344,85.0676
1.43452E+11,190.05,287231,-150.0566,82.3607,24578,0,0,0,286015.3,32.626518,-106.365456,982.6,-35.8,143.6,970.8,81.3356,345.9896,285819,-8.4361,85.0669
1.43452E+11,190.1,287278,-150.0487,82.3629,24586,0,0,0,286063.9,32.626583,-106.365479,982.1,-35.9,143.8,970.3,81.319,345.9944,285868,-8.4377,85.0662
1.43452E+11,190.15,287326,-150.0407,82.3652,24593,0,0,0,286112.4,32.626644,-106.365494,981.7,-35.9,144,969.8,81.3034,345.9963,285917,-8.4394,85.0655
1.43452E+11,190.2,287373,-150.0327,82.3674,24601,0,0,0,286161,32.626705,-106.365509,981.2,-36,144.2,969.3,81.2893,345.9968,285966,-8.4411,85.0649
1.43452E+11,190.25,287421,-150.0246,82.3697,24609,0,0,0,286209.4,32.626766,-106.36554,980.8,-36,144.3,968.9,81.2766,345.9948,286014,-8.4428,85.0642
1.43452E+11,190.3,287468,-150.0166,82.3719,24616,0,0,0,286257.9,32.626831,-106.36557,980.4,-36,144.5,968.5,81.2654,345.9894,286063,-8.4445,85.0635
1.43452E+11,190.35,287515,-150.0086,82.3742,24624,0,0,0,286306.3,32.626892,-106.365593,980,-36.1,144.5,968.1,81.2563,345.9803,286112,-8.4462,85.0628
1.43452E+11,190.4,287563,-150.0005,82.3764,24631,0,0,0,286354.7,32.626949,-106.365593,979.6,-36.1,144.6,967.7,81.2492,345.9667,286161,-8.4479,85.0621
1.43452E+11,190.45,287610,-149.9925,82.3787,24639,0,0,0,286403.2,32.627014,-106.365608,979.3,-36.2,144.6,967.4,81.2444,345.9495,286210,-8.4496,85.0615
1.43452E+11,190.5,287657,-149.9844,82.3809,24647,0,0,0,286451.6,32.627075,-106.365639,979,-36.2,144.6,967.1,81.2414,345.9275,286259,-8.4513,85.0608
1.43452E+11,190.55,287705,-149.9764,82.3832,24654,0,0,0,286500,32.627144,-106.365662,978.8,-36.3,144.6,966.8,81.2395,345.8996,286308,-8.453,85.0601
1.43452E+11,190.6,287752,-149.9683,82.3854,24662,0,0,0,286548.3,32.627201,-106.365685,978.5,-36.4,144.5,966.5,81.2377,345.8668,286356,-8.4547,85.0594
1.43452E+11,190.65,287799,-149.9602,82.3877,24669,0,0,0,286596.6,32.627262,-106.365707,978.2,-36.5,144.5,966.2,81.2356,345.828,286405,-8.4564,85.0587
1.43452E+11,190.7,287847,-149.9521,82.3899,24677,0,0,0,286645,32.627323,-106.365723,977.9,-36.6,144.5,965.9,81.2333,345.7841,286454,-8.4582,85.0581
1.43452E+11,190.75,287894,-149.944,82.3921,24684,0,0,0,286693.3,32.627388,-106.365746,977.6,-36.7,144.4,965.6,81.2308,345.7354,286503,-8.4599,85.0574
1.43452E+11,190.8,287941,-149.936,82.3944,24692,0,0,0,286741.6,32.627449,-106.365776,977.4,-36.9,144.4,965.4,81.2286,345.6824,286552,-8.4617,85.0567
1.43452E+11,190.85,287989,-149.9278,82.3966,24700,0,0,0,286790,32.627506,-106.365791,977.1,-37,144.4,965.1,81.2267,345.6269,286600,-8.4635,85.056
1.43452E+11,190.9,288036,-149.9197,82.3988,24707,0,0,0,286838.2,32.627567,-106.365822,976.8,-37.1,144.3,964.8,81.2257,345.5678,286649,-8.4652,85.0553
1.43452E+11,190.95,288083,-149.9116,82.4011,24715,0,0,0,286886.4,32.627625,-106.365822,976.5,-37.3,144.2,964.5,81.2258,345.5063,286698,-8.4671,85.0546
1.43452E+11,191,288130,-149.9035,82.4033,24722,0,0,0,286934.7,32.627693,-106.36586,976.2,-37.4,144.1,964.2,81.227,345.4436,286746,-8.4689,85.054
1.43452E+11,191.05,288177,-149.8953,82.4055,24730,0,0,0,286982.9,32.627758,-106.36586,975.9,-37.6,144,963.9,81.2292,345.3821,286795,-8.4707,85.0533
1.43452E+11,191.1,288225,-149.8872,82.4077,24738,0,0,0,287031.2,32.627819,-106.365891,975.6,-37.7,143.9,963.6,81.2327,345.3222,286844,-8.4726,85.0526
1.43452E+11,191.15,288272,-149.879,82.4099,24745,0,0,0,287079.3,32.62788,-106.365929,975.3,-37.8,143.7,963.4,81.2371,345.2643,286892,-8.4745,85.0519
1.43452E+11,191.2,288319,-149.8709,82.4121,24753,0,0,0,287127.5,32.627937,-106.365952,975,-37.9,143.5,963.1,81.2423,345.2052,286941,-8.4764,85.0513
1.43452E+11,191.25,288366,-149.8627,82.4144,24760,0,0,0,287175.7,32.627998,-106.365959,974.7,-38,143.4,962.8,81.2478,345.1469,286990,-8.4783,85.0506
1.43452E+11,191.3,288413,-149.8546,82.4165,24768,0,0,0,287223.9,32.628063,-106.365997,974.4,-38.1,143.2,962.5,81.2536,345.0885,287038,-8.4802,85.0499
1.43452E+11,191.35,288460,-149.8464,82.4188,24775,0,0,0,287272,32.628124,-106.365997,974,-38.2,143,962.2,81.2588,345.0316,287087,-8.4821,85.0492
1.43452E+11,191.4,288507,-149.8382,82.421,24783,0,0,0,287320.1,32.628181,-106.366028,973.7,-38.3,142.8,961.8,81.2636,344.9766,287135,-8.4841,85.0486
1.43452E+11,191.45,288554,-149.8301,82.4232,24790,0,0,0,287368.2,32.628242,-106.366051,973.3,-38.4,142.7,961.5,81.2671,344.9234,287184,-8.486,85.0479
1.43452E+11,191.5,288602,-149.8219,82.4254,24798,0,0,0,287416.3,32.628307,-106.366051,972.8,-38.5,142.5,961,81.2696,344.8731,287232,-8.488,85.0472
1.43452E+11,191.55,288649,-149.8138,82.4275,24806,0,0,0,287464.4,32.628368,-106.366112,972.3,-38.6,142.4,960.5,81.2709,344.8243,287281,-8.49,85.0466
1.43452E+11,191.6,288696,-149.8055,82.4297,24813,0,0,0,287512.4,32.628429,-106.366119,971.7,-38.7,142.3,959.9,81.2712,344.777,287329,-8.492,85.0459
1.43452E+11,191.65,288743,-149.7974,82.4319,24820,0,0,0,287560.4,32.62849,-106.366135,971.1,-38.8,142.2,959.3,81.2702,344.7311,287378,-8.494,85.0453
1.43452E+11,191.7,288790,-149.7892,82.4341,24828,0,0,0,287608.4,32.628548,-106.366165,970.4,-38.9,142.1,958.6,81.2688,344.6867,287426,-8.496,85.0446
1.43452E+11,191.75,288836,-149.781,82.4363,24836,0,0,0,287656.3,32.628605,-106.366188,969.7,-39,142,957.9,81.2666,344.6434,287475,-8.498,85.0439
1.43452E+11,191.8,288883,-149.7729,82.4384,24843,0,0,0,287704.2,32.628666,-106.366219,969,-39.1,141.9,957.2,81.2638,344.6013,287523,-8.5001,85.0433
1.43452E+11,191.85,288930,-149.7647,82.4406,24850,0,0,0,287752,32.628727,-106.366234,968.2,-39.2,141.8,956.4,81.2605,344.56,287571,-8.5021,85.0426
1.43452E+11,191.9,288977,-149.7565,82.4428,24858,0,0,0,287799.9,32.628796,-106.366257,967.5,-39.3,141.7,955.7,81.2573,344.518,287620,-8.5042,85.0419
1.43452E+11,191.95,289024,-149.7483,82.4449,24865,0,0,0,287847.7,32.628853,-106.366272,966.7,-39.3,141.6,954.9,81.2539,344.4775,287668,-8.5063,85.0413
1.43452E+11,192,289071,-149.7401,82.4471,24873,0,0,0,287895.4,32.62891,-106.366302,965.9,-39.4,141.5,954.1,81.2503,344.4399,287716,-8.5084,85.0406
1.43452E+11,192.05,289117,-149.7319,82.4493,24880,0,0,0,287943.2,32.628971,-106.366318,965.2,-39.5,141.5,953.4,81.2466,344.4048,287764,-8.5104,85.04
1.43452E+11,192.1,289164,-149.7237,82.4514,24888,0,0,0,287990.8,32.629028,-106.366348,964.4,-39.6,141.4,952.6,81.2429,344.3717,287812,-8.5125,85.0393
1.43452E+11,192.15,289211,-149.7155,82.4536,24895,0,0,0,288038.5,32.629093,-106.366386,963.6,-39.6,141.3,951.8,81.2389,344.3399,287860,-8.5147,85.0386
1.43452E+11,192.2,289257,-149.7073,82.4557,24903,0,0,0,288086.2,32.62915,-106.366386,962.8,-39.7,141.2,951,81.2352,344.3076,287908,-8.5168,85.038
1.43452E+11,192.25,289304,-149.6991,82.4579,24910,0,0,0,288133.6,32.629215,-106.366394,962,-39.7,141.2,950.2,81.231,344.276,287956,-8.5189,85.0373
1.43452E+11,192.3,289350,-149.6908,82.46,24918,0,0,0,288181.2,32.629272,-106.366432,961.2,-39.8,141.1,949.4,81.227,344.2445,288004,-8.521,85.0367
1.43452E+11,192.35,289397,-149.6826,82.4622,24925,0,0,0,288228.6,32.629326,-106.366478,960.4,-39.9,141,948.6,81.2227,344.2136,288052,-8.5231,85.036
1.43452E+11,192.4,289443,-149.6743,82.4643,24933,0,0,0,288276.1,32.629398,-106.366478,959.7,-39.9,141,947.9,81.2188,344.1838,288100,-8.5253,85.0353
1.43452E+11,192.45,289490,-149.6662,82.4665,24940,0,0,0,288323.5,32.629452,-106.366501,959,-40,140.9,947.2,81.2156,344.1564,288148,-8.5274,85.0347
1.43452E+11,192.5,289536,-149.6579,82.4686,24947,0,0,0,288370.8,32.629517,-106.366539,958.4,-40,140.8,946.6,81.2135,344.1308,288196,-8.5296,85.034
1.43452E+11,192.55,289582,-149.6497,82.4707,24955,0,0,0,288418.2,32.629578,-106.36657,958.1,-40.1,140.8,946.3,81.213,344.1106,288244,-8.5317,85.0334
1.43452E+11,192.6,289629,-149.6414,82.4729,24962,0,0,0,288465.5,32.629631,-106.366577,957.8,-40.1,140.7,946.1,81.2135,344.0961,288291,-8.5339,85.0327
1.43452E+11,192.65,289675,-149.6332,82.475,24970,0,0,0,288512.9,32.629696,-106.366608,957.7,-40.1,140.7,945.9,81.2147,344.087,288339,-8.5361,85.032
1.43452E+11,192.7,289721,-149.6249,82.4771,24977,0,0,0,288560.2,32.629757,-106.366608,957.6,-40.1,140.6,945.8,81.2155,344.0819,288387,-8.5382,85.0314
1.43452E+11,192.75,289768,-149.6167,82.4792,24985,0,0,0,288607.5,32.629807,-106.366646,957.5,-40.1,140.6,945.8,81.2157,344.0829,288435,-8.5404,85.0307
1.43452E+11,192.8,289814,-149.6085,82.4814,24992,0,0,0,288654.8,32.629875,-106.366661,957.4,-40.1,140.6,945.6,81.2148,344.0867,288482,-8.5426,85.0301
1.43452E+11,192.85,289860,-149.6002,82.4835,25000,0,0,0,288702.1,32.629932,-106.366692,957.3,-40.1,140.6,945.5,81.2129,344.0944,288530,-8.5447,85.0294
1.43452E+11,192.9,289907,-149.592,82.4856,25007,0,0,0,288749.4,32.630001,-106.366707,957.2,-40.1,140.7,945.4,81.2105,344.1059,288578,-8.5469,85.0288
1.43452E+11,192.95,289953,-149.5837,82.4877,25014,0,0,0,288796.7,32.630058,-106.366737,957.1,-40,140.7,945.3,81.2078,344.1188,288626,-8.549,85.0281
1.43452E+11,193,289999,-149.5755,82.4899,25022,0,0,0,288844,32.630112,-106.36676,957,-40,140.8,945.1,81.2047,344.134,288673,-8.5512,85.0275
1.43452E+11,193.05,290046,-149.5672,82.492,25029,0,0,0,288891.3,32.630177,-106.366798,956.8,-40,140.8,945,81.2014,344.1497,288721,-8.5533,85.0268
1.43452E+11,193.1,290092,-149.559,82.4941,25037,0,0,0,288938.6,32.630238,-106.366798,956.6,-39.9,140.8,944.8,81.1976,344.1677,288769,-8.5554,85.0261
1.43452E+11,193.15,290138,-149.5507,82.4962,25044,0,0,0,288985.8,32.630295,-106.366829,956.3,-39.9,140.9,944.5,81.1929,344.1874,288816,-8.5576,85.0255
1.43452E+11,193.2,290185,-149.5425,82.4984,25052,0,0,0,289033,32.630356,-106.366844,956,-39.9,140.9,944.2,81.1874,344.2081,288864,-8.5597,85.0248
1.43452E+11,193.25,290231,-149.5342,82.5005,25059,0,0,0,289080.3,32.630417,-106.366875,955.7,-39.8,141,943.8,81.1816,344.2318,288912,-8.5618,85.0242
1.43452E+11,193.3,290277,-149.526,82.5026,25066,0,0,0,289127.5,32.630482,-106.366913,955.3,-39.8,141.1,943.5,81.1751,344.2578,288960,-8.5639,85.0235
1.43452E+11,193.35,290323,-149.5177,82.5047,25074,0,0,0,289174.7,32.630531,-106.366928,955,-39.7,141.2,943.1,81.1678,344.2851,289007,-8.566,85.0228
1.43452E+11,193.4,290369,-149.5094,82.5068,25081,0,0,0,289221.8,32.630592,-106.366936,954.7,-39.7,141.2,942.8,81.1603,344.3124,289055,-8.5681,85.0222
1.43452E+11,193.45,290416,-149.5011,82.509,25089,0,0,0,289269,32.630657,-106.366966,954.3,-39.6,141.3,942.3,81.1526,344.3395,289102,-8.5702,85.0215
1.43452E+11,193.5,290462,-149.4929,82.5111,25096,0,0,0,289316.1,32.630714,-106.366982,953.8,-39.6,141.4,941.9,81.144,344.3671,289150,-8.5722,85.0209
1.43452E+11,193.55,290508,-149.4846,82.5132,25104,0,0,0,289363.2,32.630779,-106.367027,953.3,-39.5,141.5,941.4,81.135,344.3941,289197,-8.5743,85.0202
1.43452E+11,193.6,290554,-149.4763,82.5153,25111,0,0,0,289410.3,32.630836,-106.367035,952.8,-39.5,141.6,940.8,81.1256,344.4207,289245,-8.5764,85.0195
1.43452E+11,193.65,290600,-149.4681,82.5174,25119,0,0,0,289457.3,32.630898,-106.36705,952.2,-39.4,141.7,940.2,81.1158,344.4485,289292,-8.5784,85.0189
1.43452E+11,193.7,290646,-149.4598,82.5195,25126,0,0,0,289504.4,32.630955,-106.367065,951.6,-39.4,141.8,939.6,81.1058,344.4759,289340,-8.5804,85.0182
1.43452E+11,193.75,290692,-149.4515,82.5216,25134,0,0,0,289551.4,32.631016,-106.367111,951.1,-39.3,141.9,939,81.0959,344.503,289387,-8.5825,85.0175
1.43452E+11,193.8,290738,-149.4432,82.5238,25141,0,0,0,289598.3,32.631077,-106.367111,950.5,-39.3,141.9,938.4,81.0858,344.5308,289435,-8.5845,85.0169
1.43452E+11,193.85,290784,-149.435,82.5259,25149,0,0,0,289645.3,32.631142,-106.367142,949.9,-39.2,142,937.9,81.0754,344.5587,289482,-8.5865,85.0162
1.43452E+11,193.9,290830,-149.4267,82.528,25156,0,0,0,289692.2,32.631203,-106.367165,949.4,-39.2,142.2,937.3,81.0647,344.5875,289530,-8.5885,85.0155
1.43452E+11,193.95,290876,-149.4184,82.5301,25164,0,0,0,289739,32.631264,-106.367188,948.8,-39.1,142.3,936.7,81.0541,344.6157,289577,-8.5905,85.0148
1.43452E+11,194,290922,-149.41,82.5322,25171,0,0,0,289785.9,32.631321,-106.367218,948.2,-39.1,142.4,936.1,81.0435,344.6448,289624,-8.5925,85.0142
1.43452E+11,194.05,290968,-149.4018,82.5343,25179,0,0,0,289832.7,32.631378,-106.367249,947.7,-39,142.5,935.5,81.0326,344.6733,289671,-8.5945,85.0135
1.43452E+11,194.1,291013,-149.3934,82.5365,25186,0,0,0,289879.6,32.631443,-106.367256,947.1,-39,142.6,935,81.022,344.7023,289719,-8.5965,85.0128
1.43452E+11,194.15,291059,-149.3852,82.5386,25194,0,0,0,289926.3,32.631504,-106.367279,946.6,-39,142.7,934.4,81.0112,344.7304,289766,-8.5984,85.0121
1.43452E+11,194.2,291105,-149.3769,82.5407,25201,0,0,0,289973,32.631565,-106.367317,946.1,-38.9,142.8,933.8,81.0006,344.7588,289813,-8.6004,85.0115
1.43452E+11,194.25,291151,-149.3685,82.5428,25209,0,0,0,290019.8,32.631626,-106.367325,945.5,-38.9,142.9,933.3,80.9898,344.7876,289860,-8.6023,85.0108
1.43452E+11,194.3,291196,-149.3602,82.5449,25216,0,0,0,290066.4,32.631691,-106.367355,945,-38.8,143,932.7,80.9792,344.8156,289907,-8.6043,85.0101
