i,TIME,SLT-RG(M),AZIMUTH,ELEVATION,HOR-RG(M),NORTH-SOUTH,EAST-WEST,V.-AZ,ALT.(M),LATITUDE,LONGITUDE,TVEL(M).,E/W-VEL.,N/S-VEL.,ALT-VEL(M),FLT-EL,FLT-AZ,LK-RG(M),LOOK-AZ,LOOK-EL
1.43452E+11,466.25,216703,-79.4957,81.6826,64476,0,0,0,215722.8,32.961609,-106.489952,1497.4,-26.8,144.7,-1491.5,-84.3607,349.521,223690,-12.7569,73.2475
1.43452E+11,466.3,216630,-79.4832,81.6792,64483,0,0,0,215648.3,32.961666,-106.489983,1497.8,-26.8,144.7,-1492,-84.3614,349.5264,223621,-12.7566,73.2403
1.43452E+11,466.35,216557,-79.4708,81.6757,64489,0,0,0,215573.7,32.961723,-106.490005,1498.3,-26.7,144.7,-1492.4,-84.3623,349.5324,223551,-12.7563,73.2332
1.43452E+11,466.4,216483,-79.4584,81.6721,64496,0,0,0,215499.2,32.961792,-106.490021,1498.8,-26.7,144.8,-1492.9,-84.3631,349.5373,223482,-12.756,73.2261
1.43452E+11,466.45,216410,-79.446,81.6686,64503,0,0,0,215424.6,32.961853,-106.490028,1499.3,-26.7,144.8,-1493.4,-84.364,349.5414,223412,-12.7557,73.2189
1.43452E+11,466.5,216336,-79.4336,81.6651,64509,0,0,0,215350,32.961918,-106.490036,1499.8,-26.7,144.8,-1493.9,-84.3649,349.5466,223342,-12.7554,73.2117
1.43452E+11,466.55,216263,-79.4212,81.6616,64516,0,0,0,215275.4,32.961979,-106.490074,1500.3,-26.7,144.8,-1494.4,-84.3659,349.551,223273,-12.7551,73.2046
1.43452E+11,466.6,216189,-79.4087,81.6581,64522,0,0,0,215200.7,32.96204,-106.490074,1500.8,-26.7,144.9,-1494.9,-84.3668,349.5554,223203,-12.7548,73.1974
1.43452E+11,466.65,216116,-79.3963,81.6545,64529,0,0,0,215126,32.962105,-106.490097,1501.3,-26.7,144.9,-1495.4,-84.3678,349.5603,223134,-12.7545,73.1902
1.43452E+11,466.7,216042,-79.3839,81.651,64536,0,0,0,215051.3,32.962173,-106.49012,1501.8,-26.7,144.9,-1495.9,-84.3687,349.565,223064,-12.7542,73.183
1.43452E+11,466.75,215968,-79.3715,81.6475,64542,0,0,0,214976.6,32.962227,-106.49012,1502.3,-26.7,145,-1496.4,-84.3697,349.5692,222994,-12.7539,73.1758
1.43452E+11,466.8,215895,-79.3591,81.644,64549,0,0,0,214901.8,32.962292,-106.490158,1502.8,-26.7,145,-1496.9,-84.3706,349.5739,222925,-12.7536,73.1687
1.43452E+11,466.85,215821,-79.3466,81.6404,64556,0,0,0,214827,32.962353,-106.490158,1503.3,-26.7,145,-1497.4,-84.3716,349.5779,222855,-12.7533,73.1614
1.43452E+11,466.9,215748,-79.3342,81.6369,64562,0,0,0,214752.2,32.962418,-106.490166,1503.8,-26.7,145,-1497.9,-84.3727,349.5828,222785,-12.753,73.1542
1.43452E+11,466.95,215674,-79.3218,81.6333,64569,0,0,0,214677.4,32.962479,-106.490189,1504.3,-26.7,145.1,-1498.4,-84.3737,349.5874,222715,-12.7527,73.147
1.43452E+11,467,215600,-79.3094,81.6298,64576,0,0,0,214602.5,32.962547,-106.490211,1504.8,-26.6,145.1,-1498.9,-84.3748,349.5911,222645,-12.7524,73.1398
1.43452E+11,467.05,215526,-79.297,81.6262,64582,0,0,0,214527.6,32.962605,-106.490227,1505.3,-26.6,145.1,-1499.5,-84.3759,349.5959,222576,-12.7521,73.1326
1.43452E+11,467.1,215453,-79.2845,81.6227,64589,0,0,0,214452.6,32.962669,-106.490234,1505.8,-26.6,145.1,-1500,-84.377,349.6006,222506,-12.7518,73.1253
1.43452E+11,467.15,215379,-79.2721,81.6191,64595,0,0,0,214377.7,32.96273,-106.490257,1506.3,-26.6,145.1,-1500.5,-84.3781,349.6041,222436,-12.7515,73.1181
1.43452E+11,467.2,215305,-79.2597,81.6155,64602,0,0,0,214302.8,32.962795,-106.49028,1506.8,-26.6,145.2,-1501,-84.3793,349.6084,222366,-12.7512,73.1108
1.43452E+11,467.25,215231,-79.2473,81.612,64609,0,0,0,214227.8,32.962864,-106.490295,1507.3,-26.6,145.2,-1501.4,-84.3806,349.6126,222296,-12.7509,73.1036
1.43452E+11,467.3,215157,-79.2349,81.6084,64615,0,0,0,214152.8,32.962921,-106.490295,1507.7,-26.6,145.2,-1501.9,-84.3817,349.6165,222226,-12.7506,73.0963
1.43452E+11,467.35,215083,-79.2224,81.6048,64622,0,0,0,214077.8,32.962978,-106.490303,1508.1,-26.6,145.2,-1502.3,-84.383,349.6203,222156,-12.7503,73.0891
1.43452E+11,467.4,215010,-79.21,81.6012,64629,0,0,0,214002.7,32.963047,-106.490341,1508.5,-26.6,145.2,-1502.7,-84.3844,349.6235,222086,-12.75,73.0818
1.43452E+11,467.45,214936,-79.1976,81.5976,64635,0,0,0,213927.6,32.963116,-106.490349,1508.9,-26.6,145.2,-1503.1,-84.3858,349.6265,222017,-12.7497,73.0745
1.43452E+11,467.5,214862,-79.1852,81.5941,64642,0,0,0,213852.5,32.963173,-106.490372,1509.3,-26.6,145.2,-1503.4,-84.3874,349.6294,221947,-12.7494,73.0672
1.43452E+11,467.55,214788,-79.1728,81.5905,64648,0,0,0,213777.4,32.963238,-106.490379,1509.7,-26.6,145.2,-1503.8,-84.389,349.6329,221877,-12.7491,73.0599
1.43452E+11,467.6,214714,-79.1604,81.5869,64655,0,0,0,213702.3,32.963299,-106.49041,1510,-26.6,145.2,-1504.1,-84.3905,349.6354,221807,-12.7488,73.0526
1.43452E+11,467.65,214640,-79.148,81.5833,64662,0,0,0,213627.1,32.963367,-106.490417,1510.3,-26.5,145.2,-1504.5,-84.3922,349.6392,221737,-12.7485,73.0453
1.43452E+11,467.7,214566,-79.1356,81.5797,64668,0,0,0,213552,32.963425,-106.490425,1510.7,-26.5,145.2,-1504.9,-84.3938,349.6432,221667,-12.7482,73.038
1.43452E+11,467.75,214492,-79.1232,81.5761,64675,0,0,0,213476.8,32.96349,-106.490456,1511.1,-26.5,145.2,-1505.2,-84.3955,349.6476,221596,-12.7479,73.0307
1.43452E+11,467.8,214418,-79.1108,81.5725,64682,0,0,0,213401.6,32.963551,-106.490463,1511.5,-26.5,145.2,-1505.6,-84.3972,349.6515,221526,-12.7476,73.0234
1.43452E+11,467.85,214344,-79.0984,81.5689,64688,0,0,0,213326.4,32.963612,-106.490479,1511.8,-26.5,145.2,-1506,-84.3988,349.6561,221456,-12.7473,73.016
1.43452E+11,467.9,214270,-79.086,81.5653,64695,0,0,0,213251.1,32.963673,-106.490494,1512.2,-26.5,145.2,-1506.4,-84.4007,349.66,221386,-12.7469,73.0087
1.43452E+11,467.95,214196,-79.0736,81.5616,64702,0,0,0,213175.8,32.963737,-106.490524,1512.7,-26.5,145.2,-1506.8,-84.4026,349.6642,221316,-12.7466,73.0014
1.43452E+11,468,214121,-79.0612,81.558,64708,0,0,0,213100.6,32.963806,-106.490524,1513.1,-26.5,145.1,-1507.2,-84.4045,349.6682,221246,-12.7463,72.994
1.43452E+11,468.05,214047,-79.0488,81.5544,64715,0,0,0,213025.2,32.963867,-106.490547,1513.5,-26.4,145.1,-1507.7,-84.4064,349.6728,221176,-12.746,72.9867
1.43452E+11,468.1,213973,-79.0364,81.5507,64721,0,0,0,212949.9,32.963924,-106.490562,1513.9,-26.4,145.1,-1508.1,-84.4083,349.6776,221106,-12.7457,72.9793
1.43452E+11,468.15,213899,-79.024,81.5471,64728,0,0,0,212874.6,32.963985,-106.490578,1514.4,-26.4,145.1,-1508.6,-84.4103,349.6823,221036,-12.7454,72.9719
1.43452E+11,468.2,213825,-79.0117,81.5435,64735,0,0,0,212799.2,32.964058,-106.490601,1514.8,-26.4,145.1,-1509,-84.4122,349.687,220965,-12.7451,72.9646
1.43452E+11,468.25,213751,-78.9993,81.5398,64741,0,0,0,212723.8,32.964119,-106.490616,1515.3,-26.4,145.1,-1509.4,-84.4141,349.6919,220895,-12.7448,72.9572
1.43452E+11,468.3,213676,-78.9869,81.5362,64748,0,0,0,212648.4,32.964184,-106.490616,1515.7,-26.4,145.1,-1509.9,-84.4161,349.6979,220825,-12.7445,72.9498
1.43452E+11,468.35,213602,-78.9745,81.5326,64755,0,0,0,212573,32.964237,-106.490631,1516.1,-26.4,145.1,-1510.3,-84.4182,349.7039,220755,-12.7442,72.9424
1.43452E+11,468.4,213528,-78.9622,81.5289,64761,0,0,0,212497.5,32.964306,-106.490662,1516.6,-26.3,145.1,-1510.8,-84.4201,349.7108,220684,-12.7439,72.935
1.43452E+11,468.45,213453,-78.9498,81.5252,64768,0,0,0,212422,32.964378,-106.490669,1517,-26.3,145.1,-1511.2,-84.4221,349.7181,220614,-12.7435,72.9276
1.43452E+11,468.5,213379,-78.9374,81.5216,64774,0,0,0,212346.6,32.964432,-106.490692,1517.5,-26.3,145.1,-1511.7,-84.4243,349.7259,220544,-12.7432,72.9202
1.43452E+11,468.55,213305,-78.9251,81.5179,64781,0,0,0,212271,32.964497,-106.490715,1517.9,-26.3,145.1,-1512.1,-84.4263,349.7337,220474,-12.7429,72.9128
1.43452E+11,468.6,213230,-78.9127,81.5143,64788,0,0,0,212195.5,32.964554,-106.49073,1518.3,-26.3,145.1,-1512.5,-84.4285,349.7407,220403,-12.7426,72.9054
1.43452E+11,468.65,213156,-78.9004,81.5106,64794,0,0,0,212119.9,32.964622,-106.49073,1518.8,-26.2,145,-1513,-84.4306,349.7487,220333,-12.7423,72.8979
1.43452E+11,468.7,213082,-78.888,81.5069,64801,0,0,0,212044.3,32.96468,-106.490753,1519.2,-26.2,145,-1513.4,-84.4328,349.7564,220263,-12.742,72.8905
1.43452E+11,468.75,213007,-78.8756,81.5033,64808,0,0,0,211968.7,32.964752,-106.490761,1519.7,-26.2,145,-1513.9,-84.4351,349.7644,220192,-12.7416,72.8831
1.43452E+11,468.8,212933,-78.8633,81.4996,64814,0,0,0,211893,32.964813,-106.490784,1520.1,-26.2,145,-1514.3,-84.4373,349.7732,220122,-12.7413,72.8756
1.43452E+11,468.85,212858,-78.8509,81.4959,64821,0,0,0,211817.4,32.964878,-106.490799,1520.5,-26.1,145,-1514.8,-84.4396,349.782,220051,-12.741,72.8682
1.43452E+11,468.9,212784,-78.8386,81.4922,64827,0,0,0,211741.7,32.964939,-106.490814,1521,-26.1,145,-1515.2,-84.4419,349.791,219981,-12.7407,72.8607
1.43452E+11,468.95,212709,-78.8263,81.4885,64834,0,0,0,211666,32.965008,-106.490829,1521.4,-26.1,145,-1515.7,-84.4443,349.801,219910,-12.7404,72.8533
1.43452E+11,469,212635,-78.8139,81.4848,64841,0,0,0,211590.3,32.965065,-106.490852,1521.9,-26.1,145,-1516.1,-84.4467,349.811,219840,-12.74,72.8458
1.43452E+11,469.05,212560,-78.8016,81.4811,64847,0,0,0,211514.5,32.965126,-106.490883,1522.4,-26,144.9,-1516.6,-84.449,349.8217,219769,-12.7397,72.8383
1.43452E+11,469.1,212486,-78.7892,81.4775,64854,0,0,0,211438.8,32.965183,-106.490883,1522.8,-26,144.9,-1517.1,-84.4515,349.8316,219699,-12.7394,72.8308
1.43452E+11,469.15,212411,-78.7769,81.4737,64860,0,0,0,211363,32.965248,-106.490898,1523.3,-26,144.9,-1517.5,-84.4538,349.8416,219628,-12.7391,72.8233
1.43452E+11,469.2,212336,-78.7646,81.4701,64867,0,0,0,211287.2,32.965309,-106.490913,1523.7,-25.9,144.9,-1518,-84.4563,349.8515,219558,-12.7387,72.8159
1.43452E+11,469.25,212262,-78.7523,81.4663,64874,0,0,0,211211.4,32.965378,-106.490936,1524.2,-25.9,144.9,-1518.5,-84.4586,349.8615,219487,-12.7384,72.8083
1.43452E+11,469.3,212187,-78.7399,81.4626,64880,0,0,0,211135.5,32.965443,-106.490952,1524.7,-25.9,144.9,-1518.9,-84.4611,349.8713,219417,-12.7381,72.8008
1.43452E+11,469.35,212113,-78.7276,81.4589,64887,0,0,0,211059.6,32.9655,-106.490967,1525.1,-25.9,144.9,-1519.4,-84.4636,349.881,219346,-12.7378,72.7933
1.43452E+11,469.4,212038,-78.7153,81.4552,64893,0,0,0,210983.7,32.965565,-106.490982,1525.6,-25.8,144.8,-1519.9,-84.4661,349.8907,219276,-12.7374,72.7858
1.43452E+11,469.45,211963,-78.703,81.4515,64900,0,0,0,210907.8,32.96563,-106.49099,1526.1,-25.8,144.8,-1520.3,-84.4687,349.9003,219205,-12.7371,72.7783
1.43452E+11,469.5,211888,-78.6907,81.4478,64907,0,0,0,210831.8,32.965691,-106.49099,1526.5,-25.8,144.8,-1520.8,-84.4713,349.9098,219134,-12.7368,72.7707
1.43452E+11,469.55,211814,-78.6784,81.444,64913,0,0,0,210755.8,32.965752,-106.491013,1527,-25.7,144.8,-1521.3,-84.4739,349.9178,219063,-12.7364,72.7632
1.43452E+11,469.6,211739,-78.6661,81.4403,64920,0,0,0,210679.8,32.965816,-106.491051,1527.5,-25.7,144.8,-1521.8,-84.4765,349.9246,218993,-12.7361,72.7557
1.43452E+11,469.65,211664,-78.6538,81.4365,64926,0,0,0,210603.7,32.96587,-106.491058,1528,-25.7,144.7,-1522.3,-84.4791,349.9316,218922,-12.7358,72.7481
1.43452E+11,469.7,211589,-78.6415,81.4328,64933,0,0,0,210527.7,32.965942,-106.491058,1528.4,-25.7,144.7,-1522.7,-84.4817,349.9374,218851,-12.7354,72.7406
1.43452E+11,469.75,211514,-78.6292,81.4291,64940,0,0,0,210451.6,32.965996,-106.491081,1528.9,-25.7,144.7,-1523.2,-84.4844,349.942,218781,-12.7351,72.733
1.43452E+11,469.8,211439,-78.6169,81.4253,64946,0,0,0,210375.5,32.966064,-106.491104,1529.4,-25.6,144.7,-1523.7,-84.4869,349.9466,218710,-12.7347,72.7254
1.43452E+11,469.85,211364,-78.6046,81.4216,64953,0,0,0,210299.4,32.966129,-106.491119,1529.9,-25.6,144.7,-1524.2,-84.4895,349.9509,218639,-12.7344,72.7178
1.43452E+11,469.9,211289,-78.5923,81.4178,64959,0,0,0,210223.2,32.966198,-106.491142,1530.3,-25.6,144.6,-1524.7,-84.4921,349.9546,218568,-12.7341,72.7103
1.43452E+11,469.95,211214,-78.58,81.4141,64966,0,0,0,210147,32.966255,-106.49115,1530.8,-25.6,144.6,-1525.1,-84.4947,349.9593,218497,-12.7337,72.7027
1.43452E+11,470,211139,-78.5678,81.4103,64972,0,0,0,210070.8,32.966324,-106.49115,1531.3,-25.6,144.6,-1525.6,-84.4973,349.964,218426,-12.7334,72.6951
1.43452E+11,470.05,211064,-78.5555,81.4065,64979,0,0,0,209994.6,32.966377,-106.491188,1531.7,-25.6,144.6,-1526.1,-84.4998,349.9675,218356,-12.7331,72.6875
1.43452E+11,470.1,210989,-78.5432,81.4027,64986,0,0,0,209918.4,32.966446,-106.491188,1532.2,-25.6,144.6,-1526.5,-84.5023,349.9721,218285,-12.7327,72.6799
1.43452E+11,470.15,210914,-78.531,81.399,64992,0,0,0,209842.1,32.966503,-106.491203,1532.7,-25.5,144.5,-1527,-84.5049,349.9756,218214,-12.7324,72.6722
1.43452E+11,470.2,210839,-78.5187,81.3952,64999,0,0,0,209765.8,32.96656,-106.491234,1533.1,-25.5,144.5,-1527.5,-84.5075,349.9787,218143,-12.732,72.6646
1.43452E+11,470.25,210764,-78.5064,81.3914,65005,0,0,0,209689.5,32.966629,-106.491241,1533.6,-25.5,144.5,-1527.9,-84.5101,349.9823,218072,-12.7317,72.657
1.43452E+11,470.3,210689,-78.4942,81.3876,65012,0,0,0,209613.1,32.966698,-106.491272,1534,-25.5,144.5,-1528.4,-84.5125,349.9856,218001,-12.7314,72.6494
1.43452E+11,470.35,210614,-78.4819,81.3839,65018,0,0,0,209536.8,32.966759,-106.491272,1534.5,-25.5,144.4,-1528.8,-84.5151,349.9892,217930,-12.731,72.6417
1.43452E+11,470.4,210539,-78.4697,81.3801,65025,0,0,0,209460.4,32.966824,-106.491287,1534.9,-25.5,144.4,-1529.3,-84.5176,349.9925,217859,-12.7307,72.6341
1.43452E+11,470.45,210464,-78.4575,81.3763,65032,0,0,0,209384,32.966885,-106.49131,1535.4,-25.5,144.4,-1529.7,-84.52,349.9947,217788,-12.7303,72.6264
1.43452E+11,470.5,210388,-78.4452,81.3725,65038,0,0,0,209307.6,32.966949,-106.491325,1535.8,-25.5,144.4,-1530.2,-84.5223,349.997,217717,-12.73,72.6188
1.43452E+11,470.55,210313,-78.433,81.3687,65045,0,0,0,209231.1,32.967007,-106.491325,1536.3,-25.5,144.4,-1530.6,-84.5247,349.9984,217646,-12.7297,72.6111
1.43452E+11,470.6,210238,-78.4207,81.3648,65051,0,0,0,209154.6,32.967075,-106.491356,1536.7,-25.5,144.3,-1531.1,-84.5269,349.9986,217575,-12.7293,72.6034
1.43452E+11,470.65,210163,-78.4085,81.361,65058,0,0,0,209078.2,32.967133,-106.491371,1537.2,-25.5,144.3,-1531.5,-84.5291,349.9989,217504,-12.729,72.5957
1.43452E+11,470.7,210087,-78.3963,81.3572,65064,0,0,0,209001.6,32.967197,-106.491379,1537.6,-25.5,144.3,-1532,-84.5312,349.9983,217432,-12.7286,72.5881
1.43452E+11,470.75,210012,-78.3841,81.3534,65071,0,0,0,208925.1,32.967258,-106.491379,1538,-25.4,144.3,-1532.4,-84.5332,349.9978,217361,-12.7283,72.5804
1.43452E+11,470.8,209937,-78.3719,81.3496,65078,0,0,0,208848.6,32.967316,-106.491402,1538.5,-25.5,144.3,-1532.9,-84.5354,349.9962,217290,-12.728,72.5727
1.43452E+11,470.85,209861,-78.3597,81.3457,65084,0,0,0,208772,32.967384,-106.491425,1538.9,-25.5,144.3,-1533.3,-84.5374,349.9954,217219,-12.7276,72.565
1.43452E+11,470.9,209786,-78.3474,81.3419,65091,0,0,0,208695.4,32.967442,-106.49144,1539.4,-25.5,144.3,-1533.8,-84.5394,349.9939,217148,-12.7273,72.5572
1.43452E+11,470.95,209711,-78.3352,81.3381,65097,0,0,0,208618.7,32.96751,-106.491447,1539.8,-25.5,144.2,-1534.2,-84.5416,349.9932,217077,-12.7269,72.5495
1.43452E+11,471,209635,-78.323,81.3343,65104,0,0,0,208542.1,32.967567,-106.49147,1540.3,-25.5,144.2,-1534.7,-84.5436,349.9914,217005,-12.7266,72.5418
1.43452E+11,471.05,209560,-78.3108,81.3304,65110,0,0,0,208465.4,32.967632,-106.491493,1540.7,-25.5,144.2,-1535.1,-84.5456,349.9897,216934,-12.7263,72.5341
1.43452E+11,471.1,209484,-78.2986,81.3266,65117,0,0,0,208388.7,32.967701,-106.491508,1541.2,-25.5,144.2,-1535.6,-84.5478,349.988,216863,-12.7259,72.5263
1.43452E+11,471.15,209409,-78.2864,81.3227,65123,0,0,0,208312,32.967762,-106.491531,1541.6,-25.5,144.2,-1536,-84.5497,349.9863,216792,-12.7256,72.5186
1.43452E+11,471.2,209333,-78.2743,81.3189,65130,0,0,0,208235.2,32.967819,-106.491539,1542,-25.5,144.2,-1536.4,-84.5519,349.9843,216720,-12.7252,72.5108
1.43452E+11,471.25,209258,-78.2621,81.315,65136,0,0,0,208158.5,32.967888,-106.491554,1542.5,-25.5,144.2,-1536.9,-84.5539,349.9817,216649,-12.7249,72.5031
1.43452E+11,471.3,209182,-78.2499,81.3111,65143,0,0,0,208081.7,32.967949,-106.491562,1542.9,-25.5,144.2,-1537.3,-84.5558,349.98,216578,-12.7246,72.4953
1.43452E+11,471.35,209107,-78.2377,81.3073,65150,0,0,0,208004.9,32.968014,-106.491592,1543.4,-25.5,144.1,-1537.8,-84.5577,349.9774,216506,-12.7242,72.4875
1.43452E+11,471.4,209031,-78.2255,81.3034,65156,0,0,0,207928.1,32.968075,-106.4916,1543.8,-25.5,144.1,-1538.2,-84.5597,349.9756,216435,-12.7239,72.4798
1.43452E+11,471.45,208956,-78.2133,81.2995,65163,0,0,0,207851.2,32.968128,-106.491623,1544.2,-25.5,144.1,-1538.7,-84.5617,349.9726,216364,-12.7236,72.472
1.43452E+11,471.5,208880,-78.2012,81.2956,65169,0,0,0,207774.4,32.968193,-106.491646,1544.7,-25.5,144.1,-1539.1,-84.5637,349.9699,216292,-12.7232,72.4642
1.43452E+11,471.55,208804,-78.189,81.2918,65176,0,0,0,207697.4,32.968262,-106.491646,1545.1,-25.5,144.1,-1539.5,-84.5655,349.9673,216221,-12.7229,72.4564
1.43452E+11,471.6,208729,-78.1769,81.2879,65182,0,0,0,207620.5,32.968327,-106.491661,1545.5,-25.5,144.1,-1540,-84.5674,349.9647,216149,-12.7226,72.4486
1.43452E+11,471.65,208653,-78.1647,81.284,65189,0,0,0,207543.6,32.96838,-106.491676,1546,-25.5,144.1,-1540.4,-84.5693,349.9617,216078,-12.7222,72.4408
1.43452E+11,471.7,208577,-78.1525,81.2801,65195,0,0,0,207466.6,32.968449,-106.491692,1546.4,-25.5,144.1,-1540.8,-84.5712,349.9578,216006,-12.7219,72.4329
1.43452E+11,471.75,208502,-78.1404,81.2762,65202,0,0,0,207389.6,32.968506,-106.49173,1546.8,-25.5,144,-1541.3,-84.573,349.9536,215935,-12.7215,72.4251
1.43452E+11,471.8,208426,-78.1282,81.2723,65208,0,0,0,207312.6,32.968571,-106.49173,1547.3,-25.5,144,-1541.7,-84.575,349.9484,215863,-12.7212,72.4173
1.43452E+11,471.85,208350,-78.1161,81.2684,65215,0,0,0,207235.6,32.968632,-106.49173,1547.7,-25.5,144,-1542.2,-84.5768,349.9421,215792,-12.7209,72.4094
1.43452E+11,471.9,208274,-78.1039,81.2645,65222,0,0,0,207158.6,32.968697,-106.491745,1548.2,-25.6,144,-1542.6,-84.5787,349.9346,215720,-12.7205,72.4016
1.43452E+11,471.95,208199,-78.0918,81.2605,65228,0,0,0,207081.5,32.968765,-106.49176,1548.6,-25.6,144,-1543.1,-84.5805,349.9271,215649,-12.7202,72.3938
1.43452E+11,472,208123,-78.0796,81.2566,65235,0,0,0,207004.4,32.968822,-106.491783,1549.1,-25.6,144,-1543.5,-84.5823,349.9186,215577,-12.7199,72.3859
1.43452E+11,472.05,208047,-78.0675,81.2527,65241,0,0,0,206927.2,32.96888,-106.491798,1549.5,-25.6,144,-1544,-84.5841,349.9102,215506,-12.7196,72.378
1.43452E+11,472.1,207971,-78.0554,81.2488,65248,0,0,0,206850.1,32.968945,-106.491814,1550,-25.6,144,-1544.4,-84.5857,349.9021,215434,-12.7192,72.3702
1.43452E+11,472.15,207895,-78.0433,81.2448,65254,0,0,0,206772.9,32.969006,-106.491829,1550.4,-25.7,144,-1544.9,-84.5875,349.894,215362,-12.7189,72.3623
1.43452E+11,472.2,207819,-78.0311,81.2409,65261,0,0,0,206695.7,32.969074,-106.491844,1550.9,-25.7,144,-1545.3,-84.5891,349.8874,215291,-12.7186,72.3544
1.43452E+11,472.25,207743,-78.019,81.2369,65267,0,0,0,206618.5,32.969131,-106.491859,1551.3,-25.7,144,-1545.8,-84.5908,349.8816,215219,-12.7183,72.3465
1.43452E+11,472.3,207667,-78.0069,81.233,65274,0,0,0,206541.2,32.9692,-106.491875,1551.8,-25.7,144,-1546.2,-84.5924,349.8761,215147,-12.7179,72.3386
1.43452E+11,472.35,207591,-77.9948,81.229,65280,0,0,0,206464.1,32.969265,-106.491898,1552.2,-25.7,144,-1546.7,-84.5942,349.8713,215076,-12.7176,72.3307
1.43452E+11,472.4,207515,-77.9827,81.2251,65287,0,0,0,206386.8,32.969318,-106.491913,1552.7,-25.7,144,-1547.2,-84.5958,349.866,215004,-12.7173,72.3228
1.43452E+11,472.45,207439,-77.9705,81.2211,65294,0,0,0,206309.5,32.969379,-106.491928,1553.2,-25.7,144,-1547.7,-84.5975,349.8614,214932,-12.717,72.3148
1.43452E+11,472.5,207363,-77.9584,81.2172,65300,0,0,0,206232.1,32.969444,-106.491951,1553.6,-25.8,143.9,-1548.1,-84.5992,349.8569,214861,-12.7166,72.3069
1.43452E+11,472.55,207287,-77.9463,81.2132,65306,0,0,0,206154.8,32.969509,-106.491951,1554.1,-25.8,143.9,-1548.6,-84.6009,349.8523,214789,-12.7163,72.299
1.43452E+11,472.6,207211,-77.9342,81.2092,65313,0,0,0,206077.4,32.969574,-106.491982,1554.6,-25.8,143.9,-1549.1,-84.6026,349.8466,214717,-12.716,72.291
1.43452E+11,472.65,207135,-77.9221,81.2052,65320,0,0,0,206000,32.969639,-106.491989,1555.1,-25.8,143.9,-1549.6,-84.6044,349.8423,214645,-12.7157,72.2831
1.43452E+11,472.7,207059,-77.91,81.2012,65326,0,0,0,205922.6,32.969692,-106.492012,1555.5,-25.8,143.9,-1550,-84.6061,349.8377,214573,-12.7154,72.2751
1.43452E+11,472.75,206983,-77.8979,81.1973,65333,0,0,0,205845.2,32.969765,-106.49202,1556,-25.8,143.9,-1550.5,-84.6078,349.8334,214502,-12.715,72.2672
1.43452E+11,472.8,206907,-77.8858,81.1933,65339,0,0,0,205767.7,32.969818,-106.49202,1556.5,-25.8,143.9,-1551,-84.6095,349.8292,214430,-12.7147,72.2592
1.43452E+11,472.85,206830,-77.8737,81.1893,65346,0,0,0,205690.2,32.969883,-106.49205,1557,-25.8,143.9,-1551.5,-84.6112,349.8247,214358,-12.7144,72.2512
1.43452E+11,472.9,206754,-77.8616,81.1853,65352,0,0,0,205612.6,32.969944,-106.492065,1557.5,-25.8,143.9,-1552,-84.6129,349.8203,214286,-12.7141,72.2432
1.43452E+11,472.95,206678,-77.8496,81.1813,65359,0,0,0,205535.1,32.970009,-106.492088,1558,-25.9,143.9,-1552.5,-84.6146,349.8161,214214,-12.7138,72.2352
1.43452E+11,473,206602,-77.8375,81.1773,65365,0,0,0,205457.6,32.97007,-106.492088,1558.5,-25.9,143.9,-1553,-84.6163,349.813,214142,-12.7135,72.2272
1.43452E+11,473.05,206525,-77.8254,81.1733,65372,0,0,0,205380,32.970139,-106.492104,1559,-25.9,143.9,-1553.5,-84.618,349.8101,214070,-12.7131,72.2192
1.43452E+11,473.1,206449,-77.8133,81.1692,65378,0,0,0,205302.4,32.970196,-106.492119,1559.4,-25.9,143.9,-1553.9,-84.6198,349.8083,213998,-12.7128,72.2112
1.43452E+11,473.15,206373,-77.8012,81.1652,65385,0,0,0,205224.7,32.970257,-106.492157,1559.9,-25.9,143.9,-1554.4,-84.6214,349.8075,213926,-12.7125,72.2032
1.43452E+11,473.2,206296,-77.7892,81.1612,65392,0,0,0,205147.1,32.970318,-106.492157,1560.4,-25.9,143.9,-1554.9,-84.623,349.8073,213854,-12.7122,72.1951
1.43452E+11,473.25,206220,-77.7771,81.1572,65398,0,0,0,205069.4,32.970387,-106.492172,1560.9,-25.9,143.9,-1555.4,-84.6248,349.8091,213782,-12.7119,72.1871
1.43452E+11,473.3,206144,-77.765,81.1531,65404,0,0,0,204991.7,32.970451,-106.492195,1561.4,-25.9,143.9,-1555.9,-84.6264,349.811,213710,-12.7116,72.1791
1.43452E+11,473.35,206067,-77.753,81.1491,65411,0,0,0,204913.9,32.970509,-106.492218,1561.8,-25.9,143.9,-1556.4,-84.6282,349.8138,213638,-12.7112,72.171
1.43452E+11,473.4,205991,-77.7409,81.145,65418,0,0,0,204836.2,32.97057,-106.492218,1562.3,-25.8,143.9,-1556.8,-84.6298,349.8171,213566,-12.7109,72.1629
1.43452E+11,473.45,205914,-77.7288,81.141,65424,0,0,0,204758.4,32.970634,-106.492241,1562.8,-25.8,143.9,-1557.3,-84.6314,349.8216,213494,-12.7106,72.1549
1.43452E+11,473.5,205838,-77.7168,81.1369,65431,0,0,0,204680.6,32.970695,-106.492256,1563.3,-25.8,143.9,-1557.8,-84.6331,349.8271,213422,-12.7103,72.1468
